stock_id,date,Advt_12M_Usd,Advt_3M_Usd,Advt_6M_Usd,Asset_Turnover,Bb_Yld,Bv,Capex_Ps_Cf,Capex_Sales,Cash_Div_Cf,Cash_Per_Share,Cf_Sales,Debtequity,Div_Yld,Dps,Ebit_Bv,Ebit_Noa,Ebit_Oa,Ebit_Ta,Ebitda_Margin,Eps,Eps_Basic,Eps_Basic_Gr,Eps_Contin_Oper,Eps_Dil,Ev,Ev_Ebitda,Fa_Ci,Fcf,Fcf_Bv,Fcf_Ce,Fcf_Margin,Fcf_Noa,Fcf_Oa,Fcf_Ta,Fcf_Tbv,Fcf_Toa,Fcf_Yld,Free_Ps_Cf,Int_Rev,Interest_Expense,Mkt_Cap_12M_Usd,Mkt_Cap_3M_Usd,Mkt_Cap_6M_Usd,Mom_11M_Usd,Mom_5M_Usd,Mom_Sharp_11M_Usd,Mom_Sharp_5M_Usd,Nd_Ebitda,Net_Debt,Net_Debt_Cf,Net_Margin,Netdebtyield,Ni,Ni_Avail_Margin,Ni_Oa,Ni_Toa,Noa,Oa,Ocf,Ocf_Bv,Ocf_Ce,Ocf_Margin,Ocf_Noa,Ocf_Oa,Ocf_Ta,Ocf_Tbv,Ocf_Toa,Op_Margin,Op_Prt_Margin,Oper_Ps_Net_Cf,Pb,Pe,Ptx_Mgn,Recurring_Earning_Total_Assets,Return_On_Capital,Rev,Roa,Roc,Roce,Roe,Sales_Ps,Share_Turn_12M,Share_Turn_3M,Share_Turn_6M,Ta,Tev_Less_Mktcap,Tot_Debt_Rev,Total_Capital,Total_Debt,Total_Debt_Capital,Total_Liabilities_Total_Assets,Vol1Y_Usd,Vol3Y_Usd,R1M_Usd,R3M_Usd,R6M_Usd,R12M_Usd
540,8/31/2018,0.47,0.43,0.43,0.03,0.3,0.05,0.05,0.72,0.5,0.02,0.01,0.99,0.06,0.08,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.02,0.01,0.31,0.02,0.46,0.04,0.01,0.01,0.01,0.02,0.01,0.01,0.98,0.01,0.02,0.02,1,0.48,0.33,0.35,0.33,0.41,0.91,0.34,0.79,0.08,0.39,0.27,0.01,0.24,0.02,0.01,0.01,0.01,0.13,0.1,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.98,0.01,0.01,0.02,0.01,0.99,0.5,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.89,0.77,0.81,0.11,0.26,1,0.14,0.35,0.96,0.95,0.91,0.88,-0.257,-0.45,-0.374,0
560,8/31/2018,0.83,0.86,0.88,0.48,0.26,0.05,0.05,0.3,0.07,0.15,0.01,0.97,0.1,0.08,0.02,0.01,0.01,0.01,0.01,0.08,0.08,0.74,0.08,0.08,0.72,0.01,0.74,0.07,0.02,0.01,0.02,0.01,0.01,0.01,1,0.01,0.12,0.15,0.41,0.45,0.67,0.65,0.71,1,0.01,0.74,0.04,0.12,0.23,0.41,0.02,0.43,0.06,0.02,0.01,0.01,0.03,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,1,0.01,0.01,0.87,0.03,1,0.5,0.02,0.01,0.01,0.07,0.01,0.01,0.01,0.01,0.02,0.92,0.96,0.95,0.06,0.82,0.74,0.07,0.25,0.94,0.87,0.99,0.97,-0.076,-0.388,0,0
990,8/31/2018,0.27,0.34,0.39,0.01,0.06,0.05,0.02,0.03,0.5,0.21,0.01,0.02,0.09,0.15,0.04,0.01,0.01,0.01,0.01,0.13,0.12,0.45,0.13,0.12,0.06,0.01,0.08,0.12,0.05,0.01,0.01,0.01,0.01,0.01,0.84,0.92,0.1,0.21,0.82,0.05,0.05,0.07,0.08,0.91,0.95,0.45,0.46,0.74,0.15,0.47,0.01,0.51,0.1,0.01,0.01,0.95,0.02,0.01,0.03,0.05,0.01,0.01,0.01,0.01,0.01,0.85,0.96,0.01,0.02,0.04,0.89,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.04,0.01,0.97,0.98,0.99,0.01,0.16,0.05,0.01,0.04,0.01,0.01,1,0.98,-0.674,-0.702,-0.736,0
1011,8/31/2018,0.01,0.02,0.01,0.98,0.7,0.05,0.06,0.1,0.85,0.3,0.31,0.05,0.6,0.32,0.75,0.8,0.82,0.84,0.26,0.23,0.23,0.66,0.23,0.23,0.04,0.67,0.4,0.2,0.89,0.8,0.54,0.93,0.96,0.98,0.75,0.78,0.43,0.3,0.08,0.04,0.06,0.07,0.06,0.56,0.87,0.47,0.81,0.14,0.2,0.52,0.51,0.48,0.18,0.5,0.96,0.8,0.02,0.01,0.08,0.84,0.79,0.35,0.93,0.95,0.98,0.69,0.75,0.46,0.6,0.1,0.87,0.53,0.56,0.87,0.98,0.05,0.98,0.98,0.83,0.89,0.15,0.01,0.01,0.01,0.01,0.21,0.05,0.01,0.06,0.02,0.1,0.73,0.77,0.177,0.128,-0.258,0
1088,8/31/2018,0.19,0.25,0.22,0.12,0.16,0.05,0.03,0.14,0.5,0.13,0.01,0.57,0.04,0.11,0.03,0.01,0.01,0.01,0.01,0.09,0.09,0.02,0.09,0.09,0.04,0.02,0.18,0.09,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.03,0.13,1,0.15,0.05,0.07,0.06,0.43,0.58,0.34,0.42,0.27,0.18,0.5,0.01,0.5,0.09,0.01,0.01,0.01,0.02,0.01,0.02,0.03,0.01,0.01,0.01,0.01,0.01,0.03,0.01,0.01,0.01,0.02,0.92,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.92,0.94,0.93,0.01,0.23,0.96,0.01,0.1,0.56,0.41,0.92,0.96,-0.2,-0.338,-0.448,0
1160,8/31/2018,0.05,0.07,0.06,0.71,0.05,0.05,0.15,0.21,0.98,0.24,0.05,0.13,0.31,0.29,0.07,0.39,0.04,0.04,0.03,0.11,0.1,0.72,0.11,0.11,0.09,1,0.51,0.16,0.32,0.36,0.23,0.02,0.47,0.35,0.42,0.37,0.17,0.24,0.14,0.07,0.08,0.1,0.1,0.92,0.76,0.9,0.62,0.01,0.13,0.45,0.09,0.43,0.12,0.09,0.05,0.06,0.01,0.02,0.06,0.22,0.3,0.1,0.02,0.4,0.22,0.36,0.3,0.05,0.81,0.07,0.93,0.5,0.11,0.07,0.04,0.06,0.08,0.04,0.06,0.07,0.28,0.06,0.09,0.06,0.02,0.23,0.11,0.01,0.08,0.13,0.56,0.68,0.57,-0.062,-0.298,-0.251,0
230,8/31/2018,0.07,0.16,0.11,0.41,0.13,0.06,0.33,0.82,0.16,0.66,0.55,0.01,0.01,0.02,0.09,0.08,0.07,0.06,0.19,0.15,0.15,0.12,0.16,0.15,0.04,0.99,0.43,0.21,0.82,0.76,0.95,0.96,0.96,0.95,0.78,0.87,0.33,0.66,0.67,0.01,0.06,0.1,0.08,1,1,1,1,0.02,0.16,0.54,0.19,0.54,0.14,0.19,0.26,0.3,0.02,0.01,0.09,0.78,0.77,0.95,0.97,0.98,0.96,0.76,0.88,0.07,0.11,0.37,0.77,1,0.17,0.85,0.07,0.01,0.19,0.07,0.17,0.15,0.08,0.19,0.62,0.4,0.01,0.14,0.06,0.01,0.03,0.01,0.09,0.82,0.7,-0.018,-0.203,-0.22,0
329,8/31/2018,0.37,0.3,0.33,0.84,0.24,0.06,0.15,0.41,0.14,0.22,0.07,0.82,0.19,0.12,0.64,0.59,0.26,0.23,0.15,0.12,0.12,0.31,0.12,0.12,0.15,0.85,0.73,0.13,0.08,0.06,0.12,0.05,0.08,0.09,0.49,0.06,0.11,0.22,0.42,0.19,0.17,0.12,0.14,0.06,0.04,0.09,0.08,0.45,0.25,0.67,0.08,0.91,0.1,0.08,0.07,0.06,0.05,0.1,0.06,0.29,0.09,0.07,0.24,0.17,0.16,0.24,0.17,0.16,0.69,0.05,0.95,0.5,0.09,0.02,0.68,0.24,0.05,0.68,0.6,0.03,0.13,0.92,0.93,0.93,0.09,0.46,0.28,0.04,0.17,0.79,0.8,0.95,0.91,-0.118,0.06,0.297,0
382,8/31/2018,0.42,0.36,0.37,0.92,0.89,0.06,0.09,0.16,0.17,0.66,0.67,0.02,0.22,0.09,0.99,1,0.85,0.85,0.65,0.43,0.42,0.38,0.43,0.42,0.3,0.73,0.26,0.47,0.98,0.81,0.83,1,0.99,0.99,0.97,1,0.46,0.66,0.27,0.03,0.4,0.4,0.39,0.52,0.68,0.43,0.62,0.13,0.13,0.48,0.8,0.48,0.42,0.78,1,0.91,0.02,0.02,0.32,0.98,0.81,0.73,1,1,1,0.96,1,0.86,0.43,0.3,0.98,0.61,0.85,0.79,1,0.15,1,1,0.97,0.99,0.16,0.67,0.47,0.56,0.02,0.1,0.01,0.02,0.01,0.03,0.33,0.78,0.7,-0.061,-0.148,-0.051,0
421,8/31/2018,0.05,0.05,0.05,0.71,0.72,0.06,0.26,0.34,0.8,0.28,0.31,0.04,0.53,0.53,0.35,1,0.53,0.35,0.17,0.22,0.22,0.19,0.22,0.22,0.06,0.89,0.37,0.18,0.56,0.62,0.38,1,0.72,0.56,0.71,0.63,0.26,0.28,0.41,0.04,0.1,0.1,0.1,0.38,0.51,0.38,0.46,0.02,0.13,0.47,0.26,0.52,0.16,0.25,0.55,0.52,0.02,0.02,0.08,0.49,0.63,0.26,1,0.71,0.5,0.69,0.63,0.25,0.19,0.18,0.81,0.92,0.35,0.63,0.72,0.07,0.44,0.72,0.6,0.33,0.38,0.05,0.05,0.05,0.03,0.2,0.02,0.02,0.01,0.04,0.46,0.51,0.24,-0.071,-0.054,0.036,0
423,8/31/2018,0.08,0.11,0.09,0.63,0.27,0.06,0.06,0.05,0.56,0.32,0.47,0.67,0.73,0.49,0.45,0.35,0.43,0.47,0.33,0.07,0.07,0.03,0.07,0.07,0.05,0.64,0.21,0.18,0.5,0.38,0.4,0.39,0.52,0.54,0.21,0.69,0.52,0.32,0.74,0.19,0.04,0.04,0.04,0.52,0.69,0.63,0.87,0.78,0.28,0.4,0.08,0.26,0.12,0.08,0.07,0.04,0.08,0.05,0.06,0.28,0.17,0.2,0.18,0.28,0.31,0.22,0.6,0.38,0.03,0.16,0.6,0.5,0.08,0.16,0.45,0.06,0.07,0.45,0.66,0.07,0.42,0.5,0.74,0.59,0.02,0.35,0.53,0.04,0.16,0.65,0.4,0.44,0.8,-0.02,-0.022,0.229,0
642,8/31/2018,0.02,0.03,0.03,0.82,0.03,0.06,0.14,0.21,0.56,0.26,0.17,0.24,0.89,0.28,0.14,0.16,0.17,0.18,0.08,0.09,0.09,0.02,0.09,0.09,0.02,0.64,0.52,0.16,0.34,0.35,0.26,0.37,0.47,0.49,0.53,0.42,0.79,0.26,0.38,0.09,0.02,0.01,0.02,0.15,0.02,0.19,0.02,0.64,0.23,0.39,0.08,0.09,0.11,0.08,0.04,0.05,0.05,0.02,0.06,0.23,0.27,0.14,0.29,0.38,0.41,0.51,0.36,0.11,0.03,0.08,0.22,0.5,0.06,0.32,0.19,0.08,0.04,0.19,0.27,0.06,0.26,0.24,0.55,0.33,0.02,0.34,0.2,0.02,0.1,0.24,0.15,0.96,0.91,-0.1,-0.127,-0.342,0
643,8/31/2018,0.15,0.28,0.22,0.83,0.15,0.06,0.19,0.64,0.5,0.18,0.19,0.04,0.16,0.2,0.11,0.1,0.1,0.09,0.08,0.16,0.16,0.5,0.16,0.16,0.12,1,0.5,0.13,0.08,0.02,0.06,0.03,0.02,0.02,0.91,0.94,0.13,0.18,0.78,0.04,0.11,0.2,0.16,1,1,0.92,0.99,0.03,0.18,0.48,0.22,0.47,0.15,0.21,0.48,0.94,0.03,0.01,0.05,0.07,0.03,0.04,0.04,0.03,0.03,0.87,0.96,0.08,0.5,0.04,0.9,0.98,0.19,0.83,0.13,0.05,0.44,0.13,0.17,0.2,0.09,0.32,0.75,0.64,0.01,0.13,0.01,0.02,0.03,0.01,0.03,0.98,0.93,-0.248,-0.415,-0.469,0
790,8/31/2018,0.06,0.08,0.07,0.39,0.04,0.06,0.05,0.09,0.01,0.05,0.01,0.03,1,0.37,0.13,0.69,0.6,0.21,0.18,0.32,0.31,0.92,0.31,0.31,0.02,0.92,0.29,0.15,0.21,0.18,0.23,0.56,0.45,0.27,0.36,0.38,0.17,0.05,0.24,0.11,0.03,0.04,0.04,0.89,0.94,0.84,0.83,0.01,0.14,0.24,0.79,0.04,0.18,0.77,0.99,0.87,0.02,0.01,0.05,0.1,0.06,0.09,0.51,0.3,0.17,0.29,0.26,0.26,0.93,0.05,0.55,0.3,0.15,0.12,0.16,0.02,0.78,0.16,0.02,0.57,0.08,0.33,0.5,0.36,0.01,0.22,0.05,0.01,0.02,0.05,0.04,0.66,0.67,-0.083,-0.158,0.014,0
869,8/31/2018,0.03,0.04,0.03,0.53,0.7,0.06,0.04,0.07,0.5,0.3,0.5,0.01,0.22,0.04,0.07,0.04,0.03,0.03,0.02,0.13,0.13,0.07,0.13,0.13,0.02,0.01,0.1,0.16,0.3,0.35,0.46,0.54,0.6,0.52,0.41,0.44,0.35,0.3,0.21,0.04,0.02,0.03,0.03,0.37,0.45,0.36,0.43,0.99,0.17,0.47,0.11,0.51,0.14,0.11,0.1,0.1,0.03,0.01,0.06,0.14,0.15,0.25,0.35,0.41,0.3,0.31,0.3,0.04,0.06,0.07,0.35,0.5,0.1,0.04,0.03,0.02,0.11,0.03,0.5,0.12,0.08,0.09,0.41,0.16,0.01,0.26,0.05,0.02,0.05,0.06,0.04,0.57,0.57,-0.081,-0.053,0.064,0
33,8/31/2018,0.18,0.23,0.2,0.72,0.67,0.07,0.54,0.59,0.86,0.45,0.49,0.71,0.43,0.85,0.77,0.76,0.8,0.77,0.5,0.75,0.74,0.57,0.75,0.75,0.2,0.9,0.45,0.25,0.84,0.65,0.6,0.84,0.87,0.84,0.94,0.78,0.23,0.45,0.47,0.12,0.27,0.29,0.28,0.89,0.9,0.99,0.99,0.25,0.23,0.59,0.72,0.61,0.28,0.7,0.95,0.85,0.05,0.03,0.14,0.85,0.65,0.51,0.84,0.89,0.84,0.94,0.81,0.69,0.58,0.55,0.95,0.73,0.73,0.94,0.89,0.09,0.94,0.89,0.86,0.94,0.52,0.16,0.3,0.22,0.04,0.13,0.48,0.05,0.17,0.69,0.5,0.1,0.14,-0.007,0.011,0.04,0
70,8/31/2018,0.04,0.04,0.04,0.94,0.05,0.07,0.61,0.65,0.5,0.6,0.35,0.04,0.02,0.12,0.6,0.77,0.74,0.74,0.27,0.47,0.46,0.64,0.47,0.47,0.1,0.63,0.59,0.23,0.74,0.72,0.43,0.89,0.86,0.86,0.69,0.69,0.36,0.6,0.22,0.01,0.13,0.14,0.13,0.4,0.67,0.41,0.66,0.11,0.17,0.5,0.43,0.49,0.22,0.43,0.92,0.75,0.03,0.03,0.14,0.82,0.78,0.4,0.95,0.94,0.95,0.73,0.78,0.33,0.64,0.43,0.83,0.64,0.43,1,0.92,0.14,0.91,0.92,0.84,0.81,0.53,0.03,0.03,0.03,0.02,0.21,0.06,0.02,0.04,0.02,0.17,0.44,0.32,0.015,0.174,0.116,0
74,8/31/2018,0.04,0.04,0.04,0.95,0.77,0.07,0.32,0.45,0.41,0.29,0.26,0.06,0.52,0.31,0.58,0.79,0.74,0.74,0.19,0.3,0.29,0.5,0.3,0.3,0.05,0.34,0.61,0.19,0.52,0.59,0.28,0.82,0.74,0.68,0.54,0.55,0.4,0.29,0.13,0.06,0.07,0.07,0.07,0.2,0.28,0.2,0.27,0.09,0.15,0.55,0.38,0.6,0.21,0.37,0.91,0.72,0.03,0.03,0.1,0.59,0.68,0.21,0.9,0.84,0.8,0.58,0.62,0.29,0.54,0.13,0.66,0.36,0.4,0.92,0.9,0.18,0.88,0.9,0.75,0.76,0.36,0.05,0.07,0.05,0.02,0.26,0.06,0.02,0.06,0.06,0.17,0.5,0.55,-0.046,-0.131,-0.1,0
119,8/31/2018,0.1,0.07,0.07,0.99,1,0.07,0.29,0.1,0.02,0.11,0.02,0.63,0.98,0.27,0.03,0.02,0.01,0.01,0.02,0.03,0.03,0.08,0.03,0.03,0.02,0.02,0.69,0.1,0.05,0.02,0.11,0.04,0.03,0.03,0.16,0.03,0.01,0.11,0.12,0.16,0.01,0.01,0.01,0.01,0.01,0.02,0.09,0.06,0.29,0.62,0.06,0.99,0.05,0.06,0.02,0.02,0.09,0.09,0.04,0.05,0.02,0.04,0.03,0.02,0.02,0.23,0.02,0.03,0.07,0.03,0.02,0.5,0.06,0.35,0.01,0.44,0.02,0.01,0.01,0.02,0.76,0.98,0.98,0.98,0.08,0.37,0.14,0.06,0.17,0.61,0.64,0.99,0.99,0.333,0.908,0.734,0
379,8/31/2018,0.01,0.01,0.01,0.23,0.54,0.07,0.68,0.87,0.3,0.56,0.52,0.72,0.34,0.29,0.07,0.05,0.04,0.04,0.15,0.06,0.06,0.03,0.06,0.06,0.03,0.99,0.92,0.18,0.42,0.29,0.67,0.34,0.44,0.45,0.47,0.34,0.68,0.56,0.1,0.2,0.02,0.02,0.02,0.23,0.76,0.22,0.8,1,0.3,0.34,0.05,0.07,0.12,0.05,0.08,0.09,0.09,0.06,0.08,0.5,0.27,0.76,0.35,0.48,0.49,0.5,0.32,0.04,0.03,0.49,0.19,0.5,0.03,0.62,0.05,0.01,0.08,0.05,0.14,0.08,0.27,0.01,0.01,0.01,0.04,0.34,0.84,0.06,0.17,0.7,0.46,0.22,0.47,0.056,0.033,-0.045,0
388,8/31/2018,0.02,0.02,0.02,0.75,0.47,0.07,0.36,0.2,0.47,0.48,0.09,0.53,0.44,0.31,0.23,0.27,0.21,0.17,0.13,0.07,0.07,0.07,0.07,0.07,0.02,0.28,0.48,0.18,0.47,0.34,0.3,0.52,0.5,0.48,0.67,0.43,0.72,0.48,0.36,0.16,0.02,0.02,0.02,0.15,0.92,0.19,0.73,0.52,0.24,0.34,0.09,0.08,0.11,0.09,0.08,0.07,0.06,0.05,0.07,0.4,0.23,0.16,0.46,0.4,0.34,0.64,0.35,0.14,0.06,0.29,0.17,0.5,0.17,0.62,0.24,0.13,0.07,0.24,0.13,0.07,0.67,0.06,0.05,0.05,0.05,0.29,0.32,0.04,0.15,0.52,0.53,0.92,0.86,-0.055,-0.195,-0.121,0
867,8/31/2018,0.13,0.07,0.09,0.96,0.76,0.07,0.39,0.19,0.83,0.07,0.08,0.3,0.98,0.45,0.14,0.14,0.09,0.1,0.04,0.12,0.12,0.08,0.12,0.12,0.02,0.27,0.59,0.11,0.07,0.02,0.1,0.04,0.03,0.03,0.88,0.95,0.02,0.07,0.83,0.1,0.01,0.02,0.02,0.12,0.52,0.17,0.39,0.64,0.25,0.63,0.13,0.98,0.13,0.13,0.11,0.98,0.07,0.07,0.04,0.06,0.02,0.03,0.03,0.02,0.02,0.85,0.95,0.07,0.07,0.03,0.05,0.5,0.13,0.51,0.19,0.26,0.1,0.19,0.29,0.1,0.71,0.99,0.92,0.96,0.05,0.33,0.13,0.03,0.12,0.31,0.46,0.93,0.9,-0.105,-0.344,-0.264,0
871,8/31/2018,0.77,0.6,0.64,1,0.34,0.07,0.46,0.19,0.02,0.09,0.02,0.18,0.01,0.01,0.03,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0.02,0.02,0.09,0.02,0.71,0.1,0.05,0.01,0.11,0.01,0.01,0.02,0.15,0.01,0.06,0.09,0.12,0.11,0.16,0.13,0.14,0.95,0.02,0.49,0.08,0.77,0.1,0.35,0.06,0.21,0.05,0.06,0.01,0.01,0.02,0.03,0.03,0.05,0.01,0.03,0.02,0.01,0.02,0.22,0.02,0.03,0.01,0.02,0.83,0.5,0.07,0.04,0.01,0.41,0.01,0.01,0.01,0.01,0.8,1,1,1,0.07,0.31,0.09,0.03,0.09,0.18,0.32,1,0.97,-0.037,-0.32,-0.353,0
919,8/31/2018,0.38,0.36,0.34,0.62,0.12,0.07,0.25,0.21,0.5,0.48,0.34,0.95,0.09,0.15,0.81,0.74,0.31,0.26,0.2,0.14,0.14,0.1,0.14,0.14,0.25,0.52,0.91,0.37,0.95,0.35,0.34,0.87,0.49,0.45,0.05,0.4,0.39,0.48,0.3,0.4,0.31,0.32,0.31,0.22,0.46,0.23,0.41,0.29,0.29,0.35,0.14,0.33,0.14,0.14,0.14,0.12,0.09,0.29,0.26,0.96,0.23,0.21,0.88,0.35,0.3,0.05,0.29,0.24,0.09,0.21,0.95,0.5,0.28,0.18,0.72,0.44,0.14,0.72,0.99,0.12,0.49,0.76,0.7,0.66,0.31,0.17,0.39,0.15,0.33,0.92,0.95,0.86,0.8,-0.033,0.002,0.018,0
1161,8/31/2018,0.2,0.14,0.17,0.8,0.6,0.07,0.11,0.4,0.72,0.35,0.6,0.04,0.62,0.33,0.73,1,0.85,0.83,0.56,0.27,0.26,0.37,0.26,0.26,0.07,0.33,0.16,0.31,0.9,0.8,0.76,1,0.99,0.98,0.75,0.86,0.68,0.35,0.1,0.04,0.14,0.14,0.13,0.31,0.83,0.28,0.82,0.06,0.12,0.48,0.74,0.51,0.26,0.72,1,0.88,0.02,0.01,0.16,0.85,0.79,0.63,1,0.99,0.98,0.69,0.87,0.76,0.39,0.12,0.79,0.3,0.79,0.5,0.99,0.07,0.98,0.99,0.85,0.91,0.07,0.67,0.33,0.53,0.02,0.17,0.01,0.02,0.01,0.02,0.13,0.8,0.62,-0.115,-0.222,0.025,0
28,8/31/2018,0.06,0.07,0.07,0.75,0.96,0.08,0.61,0.47,0.4,0.42,0.27,0.09,0.44,0.46,0.18,0.3,0.25,0.26,0.12,0.34,0.34,0.27,0.33,0.33,0.04,0.8,0.44,0.17,0.33,0.37,0.3,0.45,0.45,0.47,0.53,0.41,0.34,0.42,0.44,0.06,0.03,0.04,0.04,0.9,0.55,0.9,0.6,0.19,0.21,0.55,0.23,0.62,0.16,0.23,0.42,0.39,0.06,0.05,0.08,0.3,0.41,0.23,0.52,0.47,0.49,0.57,0.41,0.18,0.23,0.4,0.43,0.85,0.26,0.78,0.36,0.09,0.42,0.36,0.34,0.23,0.69,0.36,0.42,0.4,0.03,0.29,0.09,0.03,0.08,0.09,0.18,0.52,0.58,-0.12,-0.142,-0.134,0
178,8/31/2018,0.01,0.01,0.01,0.83,0.63,0.08,0.45,0.59,0.38,0.26,0.24,0.81,0.96,0.28,0.73,0.62,0.54,0.55,0.22,0.21,0.21,0.31,0.21,0.21,0.06,0.22,0.42,0.2,0.55,0.31,0.23,0.41,0.4,0.4,0.17,0.38,0.91,0.26,0.42,0.22,0.02,0.02,0.02,0.11,0.21,0.16,0.24,0.55,0.32,0.6,0.23,0.9,0.2,0.23,0.47,0.45,0.11,0.12,0.11,0.66,0.3,0.12,0.48,0.35,0.35,0.13,0.38,0.27,0.35,0.11,0.5,0.27,0.24,0.6,0.78,0.31,0.46,0.78,0.91,0.67,0.41,0.02,0.02,0.02,0.1,0.43,0.3,0.08,0.22,0.78,0.71,0.89,0.87,0.056,0.047,0.199,0
277,8/31/2018,0.03,0.03,0.03,0.97,0.14,0.08,0.46,0.57,0.5,0.27,0.04,0.18,0.15,0.19,0.05,0.03,0.02,0.02,0.03,0.09,0.09,0.18,0.09,0.09,0.01,0.01,0.69,0.16,0.28,0.28,0.18,0.32,0.36,0.37,0.39,0.29,0.76,0.27,0.03,0.09,0.01,0.01,0.01,0.61,0.14,0.4,0.21,0.02,0.22,0.55,0.09,0.71,0.1,0.09,0.04,0.05,0.06,0.06,0.12,0.68,0.66,0.16,0.75,0.72,0.77,0.59,0.46,0.04,0.2,0.14,0.07,0.5,0.09,0.12,0.02,0.27,0.04,0.02,0.05,0.05,0.45,0.49,0.36,0.48,0.04,0.32,0.11,0.03,0.1,0.19,0.32,0.95,0.96,0.049,-0.197,-0.127,0
339,8/31/2018,0.09,0.08,0.08,0.48,0.48,0.08,0.36,0.8,0.61,0.18,0.2,0.97,0.77,0.05,0.11,0.06,0.06,0.06,0.31,0.1,0.1,0.74,0.11,0.1,0.15,0.51,0.99,0.12,0.07,0.08,0.1,0.11,0.08,0.08,0.15,0.08,0.06,0.18,0.31,0.51,0.05,0.06,0.06,0.99,0.75,0.92,0.61,0.95,0.48,0.74,0.07,0.98,0.09,0.07,0.08,0.08,0.29,0.21,0.13,0.73,0.12,0.21,0.14,0.24,0.24,0.79,0.21,0.06,0.81,0.07,0.54,0.5,0.05,0.11,0.07,0.23,0.07,0.07,0.7,0.04,0.12,0.57,0.33,0.37,0.19,0.49,0.73,0.22,0.42,0.94,0.73,0.89,0.95,-0.022,-0.497,-0.486,0
349,8/31/2018,0.73,0.76,0.74,0.47,0.67,0.08,0.27,0.29,0.62,0.93,0.72,1,0.37,0.77,1,0.77,0.77,0.79,0.76,0.84,0.84,0.93,0.84,0.84,0.84,0.83,0.86,0.88,1,0.75,0.93,0.91,0.91,0.94,0.15,0.88,0.56,0.93,0.91,0.78,0.86,0.87,0.87,0.82,0.65,0.97,0.72,0.61,0.79,0.93,0.88,0.78,0.83,0.86,0.88,0.88,0.64,0.62,0.81,1,0.71,0.89,0.88,0.88,0.91,0.18,0.88,0.97,0.92,0.85,1,0.71,0.96,0.95,0.97,0.64,0.92,0.97,0.5,0.5,0.44,0.13,0.15,0.13,0.64,0.63,0.78,0.66,0.79,0.96,0.96,0.18,0.2,-0.054,-0.097,0,0
488,8/31/2018,0.06,0.05,0.04,0.29,0.4,0.08,0.89,0.93,0.02,0.05,0.01,0.63,0.11,0.1,0.05,0.02,0.02,0.01,0.01,0.01,0.01,0.76,0.01,0.01,0.02,0.02,0.6,0.12,0.09,0.03,0.03,0.04,0.04,0.04,0.26,0.03,0.02,0.05,0.29,0.2,0.01,0.01,0.01,0.15,0.07,0.21,0.16,0.14,0.22,0.39,0.02,0.07,0.09,0.02,0.03,0.03,0.06,0.04,0.04,0.06,0.02,0.02,0.04,0.03,0.03,0.27,0.02,0.01,0.76,0.02,0.13,0.5,0.02,0.01,0.01,0.02,0.02,0.01,0.01,0.04,0.4,0.93,0.9,0.83,0.03,0.33,0.68,0.04,0.13,0.38,0.3,0.98,1,-0.045,-0.371,-0.557,0
514,8/31/2018,0.04,0.03,0.03,0.01,0.94,0.08,0.01,0.01,0.01,0.02,0.01,0.01,1,0.01,0.07,0.04,0.03,0.03,0.01,0.11,0.11,0.53,0.12,0.11,0.02,0.01,0.03,0.11,0.06,0.86,0.01,0.03,0.01,0.01,0.11,0.01,0.02,0.02,1,0.01,0.03,0.02,0.02,0.32,0.31,0.31,0.31,0.81,0.19,0.46,0.01,0.49,0.13,0.01,0.08,0.05,0.04,0.02,0.03,0.05,0.92,0.01,0.02,0.01,0.01,0.15,0.01,0.01,0.01,0.02,0.15,0.5,0.02,0.03,0.04,0.01,0.11,0.04,0.02,0.11,0.01,0.25,0.19,0.24,0.01,0.28,0.05,0.02,0.02,0.04,0.01,0.58,0.71,0.02,-0.207,-0.15,0
553,8/31/2018,0.03,0.04,0.03,0.18,0.27,0.08,1,1,0.21,0.01,0.94,0.68,0.27,0.27,0.35,0.28,0.32,0.34,0.79,0.91,0.91,0.77,0.91,0.91,0.05,0.58,0.9,0.08,0.04,0.81,0.01,0.03,0.02,0.01,0.12,0.02,0.02,0.01,0.62,0.2,0.03,0.03,0.03,0.51,0.34,0.55,0.34,0.83,0.31,0.63,0.99,0.92,0.23,0.96,0.74,0.55,0.1,0.08,0.09,0.53,0.83,0.95,0.39,0.5,0.53,0.57,0.35,0.84,0.86,0.78,0.34,0.06,0.9,0.67,0.26,0.01,0.79,0.26,0.48,0.81,0.29,0.06,0.15,0.07,0.06,0.36,0.9,0.07,0.18,0.66,0.48,0.28,0.22,0.011,-0.057,-0.056,0
